query,prediction,ground_truth,f1_score,exact_match
"""চার্লস্টন রাগ"" গানটি কে তৈরি করেছেন?  ","

ইউবি ব্লেকের",ইউবি ব্লেকের ,1.0,1
কোন চার্লসটন সম্প্রদায়ের জাজ সংগীতে বিশাল প্রভাব ছিল?  ,"

গ্লা স",গ্লা সম্প্রদায় চ,0.4,0
গিচি নৃত্যের সাথে কি ধরণের শ্রমিকের সংগীত জড়িত?  ,"

ডক কর্মীদের স",াপাশি ন,0.0,0
জেনকিনস এতিমখানাটি কোন বছর তৈরি হয়েছিল?  ,"

১৮৯১ স",১৮৯১ স,1.0,1
চার্লসটন রেভারেন্ড জেনকিনস এতিমখানা প্রতিষ্ঠা করেছিলেন?  ,"

জেনকিন্স অ",ড্যানিয়েল জে জিনকিনস চ,0.3333333333333333,0
জারকিনস এতিমখানা কী ধরণের অনুদান গ্রহণ করেছিল?  ,"

বাদ্যযন্ত্রের",বাদ্যযন্ত্রের অনুদান গ,0.5,0
কার স্নাতকদের জেনকিনস এতিমখানা থেকে অনেক ছেলেকে প্রশিক্ষণ দেওয়া হয়েছিল?  ,"

চার্লসটন সংগীতশিল্পীদের ছেলেদের গানের প্রশিক্ষণ দে",অ্যাভেরি ইনস্টিটিউট স্নাতকদে,0.0,0
লুই আর্মস্ট্রং কোন শহর থেকে এসেছিলেন?  ,"

নিউ অরলিন্সের কালার্ড ওয়াইফের হোম ব্রাস ব্যান্ডে",নিউ অরলিন্সের ,0.4444444444444445,0
জেন্টিনস এতিমখানা টাফট ছাড়া অন্য কোন রাষ্ট্রপতি খেলেন?  ,"

রুজভেল্ট এ",থিওডোর রুজভেল্ট এ,0.8,0
ব্রডওয়েতে জেনকিনস অরফানেজ ব্যান্ডটি কোন খেলার জন্য খেলল?  ,"

প্যারেডে",  ,0.0,0
"'পর্গি' অবলম্বনে ""ফোকা অপেরা"" নামটি কী ছিল?  ","

বেস নাটকটির থেকে আলাদা করার জন্য নামকরণ করেছেন",পোরগি এবং বেস ন,0.16666666666666666,0
গার্সউইন এবং হায়ওয়ার্ড কোথায় তাদের লোক অপেরা লিখেছেন?  ,"

ফলি বিচে এ",চার্লসটনের বাইরে ফলি বিচে ,0.5714285714285715,0
গার্সউইন এবং হায়ওয়ার্ড কবে তাদের লোক অপেরা রচনা করেছিলেন?  ,"

১৯৪  স", গ্রীষ্মকে ,0.0,0
চার্লস্টন ফায়ার ডিপার্টমেন্টে কতটি সংস্থা রয়েছে?  ,"

১৯ টি ক",১৯ ট,0.8,0
চার্লস্টনের কাছে কয়টি ফুলটাইম ফায়ার ফাইটার রয়েছে?  ,"

৩০০ টিরও বেশি ফুলটাইম ফায়ার ফায়ার নিয়ে ক",৩০০ ট,0.2,0
২০০৮ সালের জুন পর্যন্ত ফায়ার চিফ কে ছিলেন?  ,"

রাসেল রুস্টি থমাস",রাসেল রুস্টি থমাস ২০,0.8571428571428571,0
২০০৮ সালের নভেম্বর মাসে কে ফায়ার চিফ হন?  ,"

চিফ থমাস ক্যার প",ি টাওয়ার স,0.0,0
দমকল বিভাগের কত টাওয়ার সংস্থা রয়েছে?  ,"

দুটি টাওয়ার সংস্থা এ",দুটি ,0.4,0
দক্ষিণ ক্যারোলিনার বৃহত্তম পুলিশ বিভাগ কী?  ,"

সিটি অফ চার্লসটন পুলিশ বিভাগ,"," চার্লসটন পুলিশ বিভাগ, ",0.7499999999999999,0
চার্লস্টন পুলিশ বিভাগে কত রিজার্ভ পুলিশ অফিসার রয়েছে?  ,"

২ ২৭ ট",২ জ,0.4,0
চার্লসটন পুলিশ বিভাগে কতজন বেসামরিক লোক কাজ করে?  ,"

১৩৭ জ",১৩৭ জ,1.0,1
চার্লসটন পুলিশ বিভাগের বর্তমান প্রধান কে?  ,"

গ্রেগ মুলেন চ",গ্রেগ মুলেন চ,1.0,1
রূবেন গ্রিনবার্গ কোন বছরে চার্লসটন পুলিশ বিভাগের প্রধান হিসাবে অবসর গ্রহণ করেছিলেন?  ,"

২০০৫ প",২০০৫ প,1.0,1
পূর্ব কুপার আঞ্চলিক মেডিকেল সেন্টার কোথায়?  ,"

রাল্ফ এইচ জনসন ভিএ মেডিকেল সেন্টার এবং রোপার হাসপাতাল।",মাউন্ট প্লিজেন্টে ,0.0,0
ট্রিডেন্ট আঞ্চলিক মেডিকেল সেন্টারটি কোথায় অবস্থিত?  ,"

মাউন্ট প্লিজেন্টে",উত্তর চার্লসন সিটিত,0.0,0
বন সিকোর্স-সেন্ট ফ্রান্সিস জাভিয়ার হাসপাতাল শহরের কোন অংশে অবস্থিত?  ,"

ওয়েস্ট অ্যাশলে অংশে",্ট অ্যাশলে অংশে ,0.6666666666666666,0
বায়োটেকনোলজি এবং চিকিত্সা গবেষণা ক্ষেত্রে কোন মেডিকেল জেলা বৃদ্ধি পাচ্ছে?  ,"

বর্ধনের অভিজ্ঞতা অর্জন করছে",রোলিনা মেডিকেল সেন্টার ,0.0,0
কোন বিমানবন্দরটি চার্লসটনে সিটিকে পরিষেবা সরবরাহ করে?  ,"

চার্লসটন সিটি অফ চার্লসন আ",চার্লসন আন্তর্জাতিক বিমানবন্দর দ,0.22222222222222224,0
চার্লসটন আন্তর্জাতিক বিমানবন্দরটি কোন শহরে অবস্থিত?  ,"

উত্তর চার্লসন সিটিতে",চার্লসটন স,0.0,0
